time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20051012:0448,758.67,774.75,216.05,17.5,50.99,26.7,3.52,0
20051012:0548,775.97,823.5,205.34,13.06,58.48,27.76,3.45,0
20051012:0648,782.05,848.23,195.95,12.16,60.06,28.63,3.45,0
20051012:0748,777.52,834.76,198.87,15.54,54.9,28.96,3.59,0
20051012:0848,759.7,793.44,204.77,21.02,45.3,28.91,3.72,0
20051012:0948,715.86,717.75,207.04,24.25,33.49,28.58,3.86,0
20051012:1048,582.5,540.22,195.96,20.03,20.59,27.77,3.45,0
20051012:1148,291.26,257.17,105.7,7.35,7.15,26.29,2.83,0
20051012:1248,0,0,0,0,0,24.99,2.55,0
20051012:1348,0,0,0,0,0,24,2.41,0
20051012:1448,0,0,0,0,0,23.17,2.41,0
20051012:1548,0,0,0,0,0,22.43,2.41,0
20051012:1648,0,0,0,0,0,21.76,2.34,0
20051012:1748,0,0,0,0,0,21.15,2.21,0
20051012:1848,0,0,0,0,0,20.82,2.28,0
20051012:1948,0,0,0,0,0,20.29,2.21,0
20051012:2048,0,0,0,0,0,19.87,2.21,0
20051012:2148,0,0,0,0,0,19.5,2.21,0
20051012:2248,0,0,0,0,0,19.17,2.21,0
20051012:2348,0,0,0,0,0,18.88,2.21,0
20051013:0048,0,0,0,0,0.93,18.67,2.14,1
20051013:0148,361.21,299.47,136.54,12.74,14.5,20.32,1.79,0
20051013:0248,505.77,398.53,226.35,19.77,27.66,23.49,2.34,0
20051013:0348,725.79,724.88,208.58,22.36,40.01,25.26,3.1,0
20051013:0448,755.46,774.95,215.34,17.65,50.74,26.61,3.17,0
20051013:0548,772.24,822.95,205.82,13.28,58.15,27.62,3.03,0
20051013:0648,778.17,848.03,196.46,12.42,59.68,28.37,2.97,0
20051013:0748,757.81,786.82,225.13,15.51,54.56,28.83,3.03,0
20051013:0848,687.69,626.43,276.59,19.79,45.01,28.93,2.97,0
20051013:0948,704.76,715.29,207.59,24.27,33.23,28.65,2.76,0
20051013:1048,618.53,611.96,185.2,20.67,20.37,27.96,2.41,0
20051013:1148,326.37,297.76,111,7.38,6.94,26.25,1.93,0
20051013:1248,0,0,0,0,0,24.61,2,0
20051013:1348,0,0,0,0,0,23.5,2.07,0
20051013:1448,0,0,0,0,0,22.68,2.21,0
20051013:1548,0,0,0,0,0,22.33,2.34,0
20051013:1648,0,0,0,0,0,21.84,2.41,0
20051013:1748,0,0,0,0,0,21.47,2.28,0
20051013:1848,0,0,0,0,0,20.54,1.66,0
20051013:1948,0,0,0,0,0,19.55,1.52,0
20051013:2048,0,0,0,0,0,18.99,1.52,0
20051013:2148,0,0,0,0,0,18.64,1.59,0
20051013:2248,0,0,0,0,0,18.55,1.66,0
20051013:2348,0,0,0,0,0,18.4,1.72,0
20051014:0048,0,0,0,0,0.83,18.52,1.79,1
20051014:0148,214.09,152.89,107.43,10.6,14.39,20.54,1.59,0
20051014:0248,470.31,354.97,225.17,19.1,27.52,23.38,2,0
20051014:0348,372.86,165.53,295.7,15.14,39.82,24.88,2.9,0
20051014:0448,618.99,445.93,345.82,15.25,50.48,26.25,3.52,0
20051014:0548,735.51,690.08,276.43,12.84,57.81,27.16,3.45,0
20051014:0648,444.42,143.05,429,7.95,59.3,27.61,3.24,0
20051014:0748,524.16,272.45,402.76,11.78,54.21,27.55,2.97,0
20051014:0848,344.15,109.45,324.41,12.81,44.71,26.99,2.69,0
20051014:0948,224.5,66.13,215.01,13.35,32.98,27.11,2.9,0
20051014:1048,83.29,17.42,94.3,9.18,20.15,26.57,2.14,0
20051014:1148,0.98,0,7.24,1.15,6.74,25.16,1.93,0
20051014:1248,0,0,0,0,0,23.8,2.21,0
20051014:1348,0,0,0,0,0,22.93,1.86,0
20051014:1448,0,0,0,0,0,22.33,1.93,0
20051014:1548,0,0,0,0,0,21.92,1.79,0
20051014:1648,0,0,0,0,0,21.66,1.66,0
20051014:1748,0,0,0,0,0,21.32,1.52,0
20051014:1848,0,0,0,0,0,18.93,2.07,0
20051014:1948,0,0,0,0,0,18.68,1.93,0
20051014:2048,0,0,0,0,0,18.38,1.86,0
20051014:2148,0,0,0,0,0,18.38,1.79,0
20051014:2248,0,0,0,0,0,18.42,1.86,0
20051014:2348,0,0,0,0,0,18.45,1.86,0
20051015:0048,0,0,0,0,0.74,18.67,1.72,1
20051015:0148,66.47,28.38,60.96,7.08,14.28,19.22,1.45,0
20051015:0248,85.64,4.35,108.67,8.1,27.37,20.22,1.52,0
20051015:0348,145.54,3.14,182.92,8.15,39.63,21.19,1.79,0
20051015:0448,167.96,0,216.48,5.67,50.23,22,2.28,0
20051015:0548,108.11,0,147.37,2.51,57.47,22.49,2.76,0
20051015:0648,179.69,0,233.8,3.62,58.92,23,2.69,0
20051015:0748,112.05,0,151.74,3.23,53.86,22.84,2.34,0
20051015:0848,378.58,138.59,330.99,13.59,44.42,22.53,1.86,0
20051015:0948,245.61,79.52,220.72,13.92,32.73,21.94,1.93,0
20051015:1048,270.29,167.22,159.04,14.37,19.93,21.42,1.86,0
20051015:1148,254.52,219.31,92.52,6.47,6.55,20.81,1.72,0
20051015:1248,0,0,0,0,0,20.35,1.66,0
20051015:1348,0,0,0,0,0,20.11,2,0
20051015:1448,0,0,0,0,0,19.85,1.72,0
20051015:1548,0,0,0,0,0,19.73,1.38,0
20051015:1648,0,0,0,0,0,19.61,1.52,0
20051015:1748,0,0,0,0,0,19.49,1.31,0
20051015:1848,0,0,0,0,0,19.4,1.38,0
20051015:1948,0,0,0,0,0,19.18,1.31,0
20051015:2048,0,0,0,0,0,19.02,1.17,0
20051015:2148,0,0,0,0,0,18.85,1.03,0
20051015:2248,0,0,0,0,0,18.8,1.03,0
20051015:2348,0,0,0,0,0,18.89,1.03,0
20051016:0048,0,0,0,0,0.64,18.95,1.03,1
20051016:0148,117.98,69.49,79.08,8.61,14.16,19.33,1.1,0
20051016:0248,65.76,0,90.21,6.73,27.23,19.86,1.24,0
20051016:0348,233.37,44.08,243.7,11.49,39.44,20.28,1.24,0
20051016:0448,400.27,134.52,365.28,11.51,49.97,20.8,1.17,0
20051016:0548,295.97,26.19,347.71,6.35,57.14,21.22,1.38,0
20051016:0648,152.21,0,200.96,3.19,58.55,22.42,1.45,0
20051016:0748,124.59,0,166.77,3.62,53.52,22.53,1.45,0
20051016:0848,153.81,1.44,197.62,7.11,44.13,23.07,1.66,0
20051016:0948,77.25,0,105.91,6.39,32.49,22.65,1.31,0
20051016:1048,242.99,145.25,151.64,13.85,19.71,22.64,1.1,0
20051016:1148,293.56,262.17,100.96,6.58,6.35,21.93,0.9,0
20051016:1248,0,0,0,0,0,21.38,0.97,0
20051016:1348,0,0,0,0,0,21.05,0.9,0
20051016:1448,0,0,0,0,0,20.66,0.9,0
20051016:1548,0,0,0,0,0,20.38,0.83,0
20051016:1648,0,0,0,0,0,20.15,0.97,0
20051016:1748,0,0,0,0,0,19.77,0.97,0
20051016:1848,0,0,0,0,0,19.67,0.69,0
20051016:1948,0,0,0,0,0,19.77,0.55,0
20051016:2048,0,0,0,0,0,19.65,0.55,0
20051016:2148,0,0,0,0,0,19.46,0.62,0
20051016:2248,0,0,0,0,0,19.58,0.62,0
20051016:2348,0,0,0,0,0,19.61,0.69,0
20051017:0048,0,0,0,0,0,19.7,0.83,0
20051017:0148,36.53,8.24,46.31,5.6,14.04,20.18,1.03,0
20051017:0248,98.86,8.79,119.53,9.04,27.08,20.76,1.24,0
20051017:0348,106.54,0,141.05,6.36,39.24,21.23,1.17,0
20051017:0448,354.98,93.08,349.56,10.68,49.71,21.02,1.24,0
20051017:0548,496.12,213.91,418.22,9.87,56.8,21.57,1.24,0
20051017:0648,562.13,310.7,417.61,10.19,58.18,24.59,1.86,0
20051017:0748,104.63,0,143.95,3.19,53.18,24.63,2.07,0
20051017:0848,676.45,584.67,287.38,19.94,43.84,22.59,1.72,0
20051017:0948,694.76,682.26,215.42,24.02,32.24,22.85,1.52,0
20051017:1048,564.52,536.17,191.24,19.45,19.5,22.95,0.28,0
20051017:1148,325.22,298.24,108.93,6.7,6.16,22.69,0.21,0
20051017:1248,0,0,0,0,0,21.9,0.55,0
20051017:1348,0,0,0,0,0,21.2,0.97,0
20051017:1448,0,0,0,0,0,20.56,0.76,0
20051017:1548,0,0,0,0,0,20.34,0.48,0
20051017:1648,0,0,0,0,0,19.54,0.76,0
20051017:1748,0,0,0,0,0,18.96,0.97,0
20051017:1848,0,0,0,0,0,19.7,0.62,0
20051017:1948,0,0,0,0,0,19.11,0.76,0
20051017:2048,0,0,0,0,0,19.07,0.69,0
20051017:2148,0,0,0,0,0,19.15,0.21,0
20051017:2248,0,0,0,0,0,19.23,0.14,0
20051017:2348,0,0,0,0,0,19.02,0.28,0
20051018:0048,0,0,0,0,0,18.65,0.41,0
20051018:0148,335.38,278.49,130.96,12.15,13.92,20.04,0.34,0
20051018:0248,598.69,552.08,207.35,21.61,26.93,21.65,0.97,0
20051018:0348,717.08,735,202.65,22.8,39.05,22.84,1.31,0
20051018:0448,618.31,465.91,336.79,15.97,49.45,23.99,1.45,0
20051018:0548,719.12,659.79,290.12,13.53,56.47,23.66,1.72,0
20051018:0648,571.89,336.77,410.42,10.59,57.81,25.43,1.66,0
20051018:0748,759.4,813.04,209.62,16.79,52.85,25.64,1.59,0
20051018:0848,583.23,426.63,325.36,18.37,43.56,23.96,1.17,0
20051018:0948,672.9,681.17,214.68,24.02,32,24.51,0.48,0
20051018:1048,459.69,384.38,192.66,17.61,19.29,23.11,0.48,0
20051018:1148,36.59,28.84,27.7,3.58,5.97,22.97,0.76,0
20051018:1248,0,0,0,0,0,22.16,0.9,0
20051018:1348,0,0,0,0,0,21.8,1.03,0
20051018:1448,0,0,0,0,0,21.1,1.38,0
20051018:1548,0,0,0,0,0,20.62,1.24,0
20051018:1648,0,0,0,0,0,19.98,0.97,0
20051018:1748,0,0,0,0,0,19.58,0.9,0
20051018:1848,0,0,0,0,0,20.03,0.69,0
20051018:1948,0,0,0,0,0,19.64,0.69,0
20051018:2048,0,0,0,0,0,19.16,0.69,0
20051018:2148,0,0,0,0,0,18.9,0.69,0
20051018:2248,0,0,0,0,0,18.82,0.62,0
20051018:2348,0,0,0,0,0,18.48,0.76,0
20051019:0048,0,0,0,0,0,18.27,0.83,0
20051019:0148,329.24,272.54,128.56,11.96,13.8,20.43,0.69,0
20051019:0248,644.91,641.59,186.36,22.53,26.77,22.49,1.1,0
20051019:0348,715.07,733.38,203.01,22.85,38.85,23.72,1.45,0
20051019:0448,747.56,784.87,210.46,18.7,49.18,24.66,1.59,0
20051019:0548,735.17,700.9,269.82,13.98,56.14,24.79,2.21,0
20051019:0648,776.68,828.12,206.98,13.84,57.44,24.78,2.14,0
20051019:0748,641.22,481.43,352.31,14.66,52.51,24.85,2.07,0
20051019:0848,635.92,512,306.68,19.46,43.28,24.77,2.07,0
20051019:0948,499.69,355.21,266.22,20.03,31.77,23.62,1.93,0
20051019:1048,590.72,562.68,186.97,19.52,19.09,22.96,1.31,0
20051019:1148,246.79,218.2,87.93,5.75,5.79,22.1,1.1,0
20051019:1248,0,0,0,0,0,21.62,1.1,0
20051019:1348,0,0,0,0,0,21.17,1.24,0
20051019:1448,0,0,0,0,0,20.85,1.52,0
20051019:1548,0,0,0,0,0,20.44,1.59,0
20051019:1648,0,0,0,0,0,20.13,1.72,0
20051019:1748,0,0,0,0,0,19.92,1.66,0
20051019:1848,0,0,0,0,0,19.85,1.66,0
20051019:1948,0,0,0,0,0,19.46,1.72,0
20051019:2048,0,0,0,0,0,19.1,1.72,0
20051019:2148,0,0,0,0,0,18.86,1.79,0
20051019:2248,0,0,0,0,0,18.68,1.72,0
20051019:2348,0,0,0,0,0,18.51,1.72,0
20051020:0048,0,0,0,0,0,18.36,1.72,0
20051020:0148,473.09,431.52,139.15,13.52,13.67,19.28,2.48,0
20051020:0248,647.64,607.13,194.04,22.13,26.62,20.68,2.76,0
20051020:0348,740.5,733.4,203.52,22.94,38.64,22.2,3.17,0
20051020:0448,762.53,754.84,224.75,18.64,48.92,23.19,3.24,0
20051020:0548,790.46,834.23,198.4,14.92,55.8,24.33,3.17,0
20051020:0648,795.24,842.22,198.93,14.16,57.08,25.13,3.45,0
20051020:0748,798.48,858.28,184.35,17.5,52.18,25.39,3.52,0
20051020:0848,756.53,755.13,219.92,21.88,43,25.47,3.59,0
20051020:0948,683.49,638.67,226.03,23.61,31.53,25.11,3.52,0
20051020:1048,568.8,519.07,189.56,18.94,18.88,24.32,2.9,0
20051020:1148,284.49,255.94,95.14,5.87,5.61,23.27,2.48,0
20051020:1248,0,0,0,0,0,22.08,2.28,0
20051020:1348,0,0,0,0,0,21.25,2.34,0
20051020:1448,0,0,0,0,0,20.65,2.48,0
20051020:1548,0,0,0,0,0,20.21,2.41,0
20051020:1648,0,0,0,0,0,19.56,2.14,0
20051020:1748,0,0,0,0,0,19.05,2.07,0
20051020:1848,0,0,0,0,0,18.82,2,0
20051020:1948,0,0,0,0,0,18.34,1.86,0
20051020:2048,0,0,0,0,0,18,1.79,0
20051020:2148,0,0,0,0,0,17.71,1.79,0
20051020:2248,0,0,0,0,0,17.5,1.86,0
20051020:2348,0,0,0,0,0,17.38,1.86,0
20051021:0048,0,0,0,0,0,17.36,1.79,0
20051021:0148,429.71,375.72,138.27,12.94,13.55,18.44,2.48,0
20051021:0248,649.15,603.77,194.12,22.07,26.46,20.08,3.03,0
20051021:0348,740.45,731.84,203.89,23,38.44,21.29,2.9,0
20051021:0448,767.6,768.56,217.74,18.89,48.66,22.58,3.03,0
20051021:0548,768.63,757.42,240.2,14.73,55.47,23.55,3.1,0
20051021:0648,783.92,795.44,225.01,14.17,56.72,24.04,3.31,0
20051021:0748,775.67,780.74,226.24,17.23,51.85,24.41,3.31,0
20051021:0848,768.41,782.63,207.38,22.25,42.73,24.6,3.38,0
20051021:0948,714.83,702.58,205.39,24.26,31.3,24.47,3.31,0
20051021:1048,588.78,546.26,187.85,19.17,18.68,23.88,2.9,0
20051021:1148,269.22,243.14,89.12,5.61,5.43,22.73,2.21,0
20051021:1248,0,0,0,0,0,21.55,1.86,0
20051021:1348,0,0,0,0,0,20.57,1.93,0
20051021:1448,0,0,0,0,0,19.92,2.07,0
20051021:1548,0,0,0,0,0,19.36,2.28,0
20051021:1648,0,0,0,0,0,18.9,2.28,0
20051021:1748,0,0,0,0,0,18.38,2.21,0
20051021:1848,0,0,0,0,0,18.02,1.93,0
20051021:1948,0,0,0,0,0,17.44,1.79,0
20051021:2048,0,0,0,0,0,16.84,1.72,0
20051021:2148,0,0,0,0,0,16.25,1.66,0
20051021:2248,0,0,0,0,0,15.74,1.59,0
20051021:2348,0,0,0,0,0,15.34,1.59,0
20051022:0048,0,0,0,0,0,15,1.52,0
20051022:0148,459.97,418.07,137.91,13.21,13.42,17.38,1.24,0
20051022:0248,658.83,638.78,184.66,22.39,26.3,20.21,2,0
20051022:0348,734.48,730.31,204.28,23.06,38.24,21.76,2.55,0
20051022:0448,762.16,767.71,218.22,19.05,48.39,22.99,2.69,0
20051022:0548,785.55,832.36,199.38,15.36,55.14,23.88,2.62,0
20051022:0648,752.27,735.06,256.65,14.08,56.36,24.6,2.41,0
20051022:0748,770.39,794.45,219.35,17.54,51.53,24.85,2.55,0
20051022:0848,755.89,767.43,213.29,22.23,42.45,24.56,2.76,0
20051022:0948,640.03,563.84,241.76,22.79,31.07,24.09,2.9,0
20051022:1048,612.35,586.54,180.8,19.39,18.49,23.48,2.62,0
20051022:1148,110.53,98.28,46.17,4.18,5.25,22.24,2.14,0
20051022:1248,0,0,0,0,0,21.01,1.86,0
20051022:1348,0,0,0,0,0,19.91,1.59,0
20051022:1448,0,0,0,0,0,18.76,1.45,0
20051022:1548,0,0,0,0,0,18.2,1.38,0
20051022:1648,0,0,0,0,0,17.4,1.59,0
20051022:1748,0,0,0,0,0,16.88,1.66,0
20051022:1848,0,0,0,0,0,16.83,1.86,0
20051022:1948,0,0,0,0,0,16.53,1.72,0
20051022:2048,0,0,0,0,0,16.19,1.59,0
20051022:2148,0,0,0,0,0,15.9,1.38,0
20051022:2248,0,0,0,0,0,15.69,1.24,0
20051022:2348,0,0,0,0,0,15.32,1.31,0
20051023:0048,0,0,0,0,0,14.86,1.38,0
20051023:0148,485.98,452.6,138.47,13.48,13.28,17.29,1.03,0
20051023:0248,634.9,601.61,193.51,21.99,26.13,20.35,1.66,0
20051023:0348,727.44,730.43,203.49,23.11,38.03,21.88,2,0
20051023:0448,759.86,796.42,203.49,19.41,48.12,23.14,1.79,0
20051023:0548,731.03,712.14,262.67,14.89,54.81,24.12,1.45,0
20051023:0648,654.94,511.37,354.39,12.92,56.01,25.09,1.52,0
20051023:0748,603.37,425.95,362.28,14.87,51.21,25.4,1.52,0
20051023:0848,344.51,122.11,310.62,13.86,42.18,25.51,1.66,0
20051023:0948,295.82,136.52,228.61,15.74,30.85,25.17,1.86,0
20051023:1048,618.52,614.8,175.92,19.55,18.3,24.69,1.79,0
20051023:1148,173.68,157.97,61.9,4.65,5.08,23.32,1.52,0
20051023:1248,0,0,0,0,0,22.04,1.66,0
20051023:1348,0,0,0,0,0,20.87,1.72,0
20051023:1448,0,0,0,0,0,19.97,1.66,0
20051023:1548,0,0,0,0,0,19.17,1.66,0
20051023:1648,0,0,0,0,0,18.61,1.66,0
20051023:1748,0,0,0,0,0,18.23,1.59,0
20051023:1848,0,0,0,0,0,17.64,1.45,0
20051023:1948,0,0,0,0,0,17.19,1.38,0
20051023:2048,0,0,0,0,0,16.99,1.31,0
20051023:2148,0,0,0,0,0,16.78,1.24,0
20051023:2248,0,0,0,0,0,16.76,1.17,0
20051023:2348,0,0,0,0,0,16.51,1.17,0
20051024:0048,0,0,0,0,0,16.53,1.1,0
20051024:0148,407.44,360.41,135.37,12.51,13.15,18.25,0.55,0
20051024:0248,362.17,237.49,206.43,16.98,25.97,21.84,0.69,0
20051024:0348,708.83,742.01,198.39,23.29,37.82,23.34,0.76,0
20051024:0448,733.66,795.72,202.76,19.55,47.86,24.35,0.55,0
20051024:0548,739.8,814.55,208.98,15.7,54.48,25.16,0.41,0
20051024:0648,738.14,807.79,217.02,14.94,55.66,26,0.48,0
20051024:0748,721.71,747.46,242.57,17.63,50.89,26.36,0.69,0
20051024:0848,711.89,736.45,226.1,22.21,41.92,26.46,0.9,0
20051024:0948,542.53,443.65,257.22,21.34,30.62,26.27,0.83,0
20051024:1048,574.15,569.52,181.76,19.02,18.11,25.67,0.41,0
20051024:1148,163.27,151.63,58.53,4.48,4.92,24.97,0.48,0
20051024:1248,0,0,0,0,0,22.91,0.83,0
20051024:1348,0,0,0,0,0,21.42,0.97,0
20051024:1448,0,0,0,0,0,20.23,1.24,0
20051024:1548,0,0,0,0,0,19.57,1.1,0
20051024:1648,0,0,0,0,0,19.59,0.9,0
20051024:1748,0,0,0,0,0,19.32,0.83,0
20051024:1848,0,0,0,0,0,19.34,0.83,0
20051024:1948,0,0,0,0,0,19.61,0.69,0
20051024:2048,0,0,0,0,0,20.11,0.41,0
20051024:2148,0,0,0,0,0,20.01,0.34,0
20051024:2248,0,0,0,0,0,19.34,0.69,0
20051024:2348,0,0,0,0,0,18.45,1.03,0
20051025:0048,0,0,0,0,0,17.9,1.24,0
20051025:0148,436.48,399.62,136.45,12.78,13.02,20.15,0.9,0
20051025:0248,634.66,622.57,187.29,22.14,25.8,22.81,1.38,0
20051025:0348,723.14,740.62,198.81,23.34,37.61,24.12,2,0
20051025:0448,780.91,872.25,161.31,20.23,47.59,25.03,2.21,0
20051025:0548,775.45,845.03,192.16,16.1,54.16,25.88,2.14,0
20051025:0648,761.3,822.11,209,15.25,55.31,26.77,1.72,0
20051025:0748,649.08,524.28,332.9,16.11,50.58,26.68,1.72,0
20051025:0848,634.66,529.59,296.57,20.32,41.66,26.42,1.86,0
20051025:0948,511.44,385.27,257.98,20.5,30.41,25.86,2.07,0
20051025:1048,354.19,266.48,169.79,15.3,17.92,25.1,1.86,0
20051025:1148,265.36,253.26,77.51,4.95,4.76,24.32,1.93,0
20051025:1248,0,0,0,0,0,23.48,1.59,0
20051025:1348,0,0,0,0,0,22.75,1.38,0
20051025:1448,0,0,0,0,0,21.96,1.24,0
20051025:1548,0,0,0,0,0,21.51,1.24,0
20051025:1648,0,0,0,0,0,21.03,1.38,0
20051025:1748,0,0,0,0,0,20.56,1.45,0
20051025:1848,0,0,0,0,0,19.41,1.17,0
20051025:1948,0,0,0,0,0,18.57,1.31,0
20051025:2048,0,0,0,0,0,17.94,1.38,0
20051025:2148,0,0,0,0,0,17.58,1.52,0
20051025:2248,0,0,0,0,0,17.24,1.66,0
20051025:2348,0,0,0,0,0,17,1.79,0
20051026:0048,0,0,0,0,0,16.87,1.86,0
20051026:0148,434.13,390.35,135.27,12.59,12.88,18.85,1.52,0
20051026:0248,642.56,619.44,189.04,22.13,25.64,21.95,2,0
20051026:0348,720.78,712.9,208.8,23.13,37.4,23.34,2.62,0
20051026:0448,759.93,779.42,210.18,19.73,47.32,24.38,2.69,0
20051026:0548,785.9,844.8,191.51,16.3,53.83,25.16,2.76,0
20051026:0648,791.51,853.64,191.11,15.65,54.97,25.81,3.03,0
20051026:0748,793.42,868.6,177.23,18.8,50.27,26.11,3.03,0
20051026:0848,756.57,775.76,208.8,22.8,41.4,26.13,3.1,0
20051026:0948,689.66,668.12,213.61,23.96,30.19,25.78,3.03,0
20051026:1048,548.77,502.14,185.97,18.15,17.74,24.99,2.41,0
20051026:1148,186.9,174.63,60.74,4.42,4.6,23.44,2,0
20051026:1248,0,0,0,0,0,22.05,2.14,0
20051026:1348,0,0,0,0,0,21.11,2.14,0
20051026:1448,0,0,0,0,0,20.27,2.07,0
20051026:1548,0,0,0,0,0,19.48,2.07,0
20051026:1648,0,0,0,0,0,18.72,2,0
20051026:1748,0,0,0,0,0,17.9,1.93,0
20051026:1848,0,0,0,0,0,17.24,2,0
20051026:1948,0,0,0,0,0,16.65,2,0
20051026:2048,0,0,0,0,0,16.15,2.07,0
20051026:2148,0,0,0,0,0,15.69,2,0
20051026:2248,0,0,0,0,0,15.21,1.93,0
20051026:2348,0,0,0,0,0,14.79,1.93,0
20051027:0048,0,0,0,0,0,14.65,2,0
20051027:0148,474.77,435.36,134.72,12.86,12.74,16.85,1.79,0
20051027:0248,506.78,404.68,214.18,19.5,25.47,20.91,2.14,0
20051027:0348,644.38,537.7,263.81,21.4,37.19,22.32,3.38,0
20051027:0448,676.85,551.93,303.66,18.01,47.05,23.59,3.66,0
20051027:0548,732.44,654.27,288.21,15.35,53.51,24.63,3.72,0
20051027:0648,763.12,745.62,248.94,15.26,54.63,25.56,3.52,0
20051027:0748,753.29,731.43,248.08,18.07,49.96,26.04,3.52,0
20051027:0848,653.26,539.56,292.17,20.63,41.14,26.21,3.59,0
20051027:0948,390.59,234.13,244.91,17.96,29.98,25.96,3.66,0
20051027:1048,248.25,162.39,141.71,13.27,17.56,25.06,2.9,0
20051027:1148,122.97,116.14,43.75,3.78,4.44,23.26,2.34,0
20051027:1248,0,0,0,0,0,21.76,2.21,0
20051027:1348,0,0,0,0,0,20.69,2.34,0
20051027:1448,0,0,0,0,0,19.93,2.41,0
20051027:1548,0,0,0,0,0,19.26,2.41,0
20051027:1648,0,0,0,0,0,18.64,2.41,0
20051027:1748,0,0,0,0,0,18.11,2.41,0
20051027:1848,0,0,0,0,0,17.89,2.34,0
20051027:1948,0,0,0,0,0,17.31,2.28,0
20051027:2048,0,0,0,0,0,17.02,2.34,0
20051027:2148,0,0,0,0,0,16.69,2.41,0
20051027:2248,0,0,0,0,0,16.43,2.41,0
20051027:2348,0,0,0,0,0,16.18,2.41,0
20051028:0048,0,0,0,0,0,15.97,2.41,0
20051028:0148,284.68,224.66,112.98,10.56,12.6,17.27,2.41,0
20051028:0248,352.9,222.35,200.19,16.61,25.29,20.43,2.48,0
20051028:0348,635.55,525.4,266.06,21.32,36.97,22.79,3.38,0
20051028:0448,365.45,113.89,338.48,12.2,46.78,24.28,4.07,0
20051028:0548,651.7,469.64,357.28,14.18,53.19,25.23,4.48,0
20051028:0648,717.31,607.13,313.15,14.61,54.29,25.8,4.48,0
20051028:0748,765.32,743.87,242.47,18.36,49.66,26.02,4.34,0
20051028:0848,741.84,717.94,232.13,22.48,40.89,26.03,4.07,0
20051028:0948,597.91,501.41,246.5,22.05,29.78,25.75,3.66,0
20051028:1048,575.2,538.73,181.96,18.3,17.39,24.78,2.76,0
20051028:1148,111.03,106.83,38.97,3.52,4.29,22.99,2.34,0
20051028:1248,0,0,0,0,0,21.77,2.41,0
20051028:1348,0,0,0,0,0,20.91,2.48,0
20051028:1448,0,0,0,0,0,20.2,2.55,0
20051028:1548,0,0,0,0,0,19.53,2.55,0
20051028:1648,0,0,0,0,0,18.94,2.55,0
20051028:1748,0,0,0,0,0,18.43,2.41,0
20051028:1848,0,0,0,0,0,17.94,2.34,0
20051028:1948,0,0,0,0,0,17.12,2.14,0
20051028:2048,0,0,0,0,0,16.35,2.07,0
20051028:2148,0,0,0,0,0,15.52,2.14,0
20051028:2248,0,0,0,0,0,14.88,2.14,0
20051028:2348,0,0,0,0,0,14.35,2.07,0
20051029:0048,0,0,0,0,0,14.03,2.14,0
20051029:0148,282.68,222.56,111.7,10.43,12.46,16.11,2,0
20051029:0248,405.31,282.67,206.96,17.61,25.12,21.07,2.14,0
20051029:0348,434.84,243.97,286.55,17.39,36.76,22.77,3.24,0
20051029:0448,602.47,418.98,336.48,16.93,46.52,24.09,3.79,0
20051029:0548,674.39,526.81,336.82,14.8,52.87,24.88,3.59,0
20051029:0648,710.68,605.98,313.63,14.81,53.96,25.43,3.45,0
20051029:0748,743.55,714.23,255.14,18.3,49.36,25.8,3.1,0
20051029:0848,666.52,574.16,280.46,21.16,40.65,25.84,2.97,0
20051029:0948,613.68,532.9,241.39,22.44,29.57,25.55,2.97,0
20051029:1048,172.74,97.96,116.91,11.55,17.22,24.65,2.34,0
20051029:1148,40.71,41.46,20.77,2.6,4.15,22.84,1.93,0
20051029:1248,0,0,0,0,0,21.08,1.72,0
20051029:1348,0,0,0,0,0,19.61,1.45,0
20051029:1448,0,0,0,0,0,18.73,1.38,0
20051029:1548,0,0,0,0,0,18.16,1.31,0
20051029:1648,0,0,0,0,0,17.86,1.24,0
20051029:1748,0,0,0,0,0,17.75,1.17,0
20051029:1848,0,0,0,0,0,17.23,1.17,0
20051029:1948,0,0,0,0,0,16.62,1.31,0
20051029:2048,0,0,0,0,0,16.59,1.31,0
20051029:2148,0,0,0,0,0,16.85,1.24,0
20051029:2248,0,0,0,0,0,17.08,1.1,0
20051029:2348,0,0,0,0,0,16.43,1.17,0
20051030:0048,0,0,0,0,0,15.64,1.17,0
20051030:0148,376.06,323.62,126.58,11.49,12.31,16.36,0.9,0
20051030:0248,582.11,535.85,201.88,21.05,24.95,21.16,0.69,0
20051030:0348,672.96,643.25,232.39,22.7,36.54,23.07,1.1,0
20051030:0448,731.86,746.18,226.07,20.1,46.25,24.07,1.31,0
20051030:0548,753.31,794.8,218.42,16.86,52.55,24.84,1.38,0
20051030:0648,760.22,802.27,219.11,16.26,53.63,25.62,1.72,0
20051030:0748,769.37,848.44,187.05,19.41,49.07,25.92,1.66,0
20051030:0848,730.43,757.52,213.73,23.01,40.4,25.98,1.59,0
20051030:0948,665.84,648.32,216.75,23.74,29.37,25.73,1.72,0
20051030:1048,520.36,473.97,182.16,17.39,17.05,24.86,1.59,0
20051030:1148,132.17,128.76,42.12,3.53,4.01,22.87,1.59,0
20051030:1248,0,0,0,0,0,20.79,1.59,0
20051030:1348,0,0,0,0,0,19.39,1.52,0
20051030:1448,0,0,0,0,0,18.81,1.31,0
